output_length	domain	context	summary
20per	culture	문화, 이할문장, 요약 : 화자1]원래 그렇게 경계선이 만들어질 때는 지형이 중요한 요소가 됩니다. 산맥이라든지 강이라든지, 고지라든지 이런 것들을 따라서 가게 되어 있는데 이건 그런 거 없이 딱 자른 거잖아요. 얼마나 작위적으로, 인위적으로 그었는가라는 것을 우리가 볼 수가 있는 거죠. 그 노래가 떠올라요. 화자2]남인수 선생님의 가거라 38선. 화자1]그 노래를 어떻게 알아요? 화자2]저 38선 노래, 오늘의 주제가 어떻게보면. 화자3]불러보셔야죠. 제목만 이렇게 투척하고 가면 어떻게 해요. 38선, 가거라 삼팔선 노래가 너무애달프잖아요. 화자2]아~산이 막혀~못 오시나요~이렇게 시작을 하는데. 산이 막혀, 물이 막혀 고향 땅도 마음껏 못 가고 단절돼 버린 그 마음이 노래에서 느껴지는 것 같아요. 화자4]여기 이런 지도가 있습니다. 사실은 38선이라고 하는 건, 현실에서는 존재하는 선이 아니잖아요. 인간의 이성과 상상이 만들어낸 선인데. 그게 사실은 현실에 적용되고, 강제되었을 때 많은 물리적인 비극들이 발생을 하게되는 거죠. 강대국들이 사실은 5000년의 역사가 있고.3000만이 살고 있는 이 땅의 운명에 대해서 아무런 고려를, 배려를 하지 않고 이걸 얻고 그 다음에 그것이 물리적으로 영향을 미치게 되는 거죠.	경계선을 지정할 때는 산맥, 강 등의 지형이 주요 요소가 되지만 38선은 인위적으로 잘랐다. 이에 남인수 선생의 '가거라 38'선이라는 노래가 떠오른다. 이처럼 인간이 인위적으로 만든 38선이라는 가상의 선이 현실에 적용되어 비극을 만든다.
single	culture	문화, 단문장, 요약 : 화자1]원래 그렇게 경계선이 만들어질 때는 지형이 중요한 요소가 됩니다. 산맥이라든지 강이라든지, 고지라든지 이런 것들을 따라서 가게 되어 있는데 이건 그런 거 없이 딱 자른 거잖아요. 얼마나 작위적으로, 인위적으로 그었는가라는 것을 우리가 볼 수가 있는 거죠. 그 노래가 떠올라요. 화자2]남인수 선생님의 가거라 38선. 화자1]그 노래를 어떻게 알아요? 화자2]저 38선 노래, 오늘의 주제가 어떻게보면. 화자3]불러보셔야죠. 제목만 이렇게 투척하고 가면 어떻게 해요. 38선, 가거라 삼팔선 노래가 너무애달프잖아요. 화자2]아~산이 막혀~못 오시나요~이렇게 시작을 하는데. 산이 막혀, 물이 막혀 고향 땅도 마음껏 못 가고 단절돼 버린 그 마음이 노래에서 느껴지는 것 같아요. 화자4]여기 이런 지도가 있습니다. 사실은 38선이라고 하는 건, 현실에서는 존재하는 선이 아니잖아요. 인간의 이성과 상상이 만들어낸 선인데. 그게 사실은 현실에 적용되고, 강제되었을 때 많은 물리적인 비극들이 발생을 하게되는 거죠. 강대국들이 사실은 5000년의 역사가 있고.3000만이 살고 있는 이 땅의 운명에 대해서 아무런 고려를, 배려를 하지 않고 이걸 얻고 그 다음에 그것이 물리적으로 영향을 미치게 되는 거죠.	주요 지형을 고려하지 않고 인간이 인위적으로 만든 38선이라는 가상의 선이 현실에 적용되어 비극을 탄생시킨다.
20per	culture	문화, 이할문장, 요약 : 화자1]슈티코프의 계략이라고 해야 될까요? 화자2]그러니까.요. 화자1]어마어마한데요. 핀란드이랑 싸웠던 그 전법을 가지고,한국에서 그대로 써먹겠다는 거잖아요. 화자3]약간 소위 말해 사기 치는 노하우를 그대로 들고온 거네요. 화자1]사기를 배운 거야, 학습한 걸 그대로써 먹는 거야. 그랬다니. 아무튼 김일성이 전쟁 계획을 구체적으로 세웠어요. 전쟁에 대한 의지가 대단했다.고 봐야 될 것 같아요. 화자4]사실은 49년 3월에 스탈린이 김일성한테선제 공격은 안되지만. 반공격하는 전쟁은 된다, 그리고 49년 9월에 김일성이옹진반도를 부분 점령하겠다. 그럼 국경선을 단축할 수 있고. 나가서한 국군의 대응을 보고서 더 밀고 내려갈수도 있겠다, 국지전을 전면전으로 하겠다. 그런 제안을 했고요. 금방 얘기한 슈티코프라고 하는 사람은핀란드 전쟁에서 사용했던 그런 공격을 안 하면 공격했다.고 위장하면 되지라고 하는 계책을 덧붙여서 결국은 한국전쟁의기본적인 전쟁의 기획, 개념이 사실은완성이 됩니다. 그리고 49년 9월에 전쟁이 벌어지는5월까지 사실은 이런 남한에 대한총공격계획, 우리가 남침계획이라고 부르는 것이 구체화되고 현실화되는 그런 과정이전개된다고 볼 수 있습니다.	49년 3월에 스탈린은 김일성에게 선제 공격 보다는 반공격하는 전쟁을 제안하고 9월에 김일성은 옹진반도를 부분 점령하겠다는 제안을 했다. 이어 슈티코프가 핀란드 전쟁에서 썼던 계략을 더해 한국전쟁의 기획이 완성되고 남침계획이 구체화됐다.
single	culture	문화, 단문장, 요약 : 화자1]슈티코프의 계략이라고 해야 될까요? 화자2]그러니까.요. 화자1]어마어마한데요. 핀란드이랑 싸웠던 그 전법을 가지고,한국에서 그대로 써먹겠다는 거잖아요. 화자3]약간 소위 말해 사기 치는 노하우를 그대로 들고온 거네요. 화자1]사기를 배운 거야, 학습한 걸 그대로써 먹는 거야. 그랬다니. 아무튼 김일성이 전쟁 계획을 구체적으로 세웠어요. 전쟁에 대한 의지가 대단했다.고 봐야 될 것 같아요. 화자4]사실은 49년 3월에 스탈린이 김일성한테선제 공격은 안되지만. 반공격하는 전쟁은 된다, 그리고 49년 9월에 김일성이옹진반도를 부분 점령하겠다. 그럼 국경선을 단축할 수 있고. 나가서한 국군의 대응을 보고서 더 밀고 내려갈수도 있겠다, 국지전을 전면전으로 하겠다. 그런 제안을 했고요. 금방 얘기한 슈티코프라고 하는 사람은핀란드 전쟁에서 사용했던 그런 공격을 안 하면 공격했다.고 위장하면 되지라고 하는 계책을 덧붙여서 결국은 한국전쟁의기본적인 전쟁의 기획, 개념이 사실은완성이 됩니다. 그리고 49년 9월에 전쟁이 벌어지는5월까지 사실은 이런 남한에 대한총공격계획, 우리가 남침계획이라고 부르는 것이 구체화되고 현실화되는 그런 과정이전개된다고 볼 수 있습니다.	49년에 스탈린과 김일성의 전쟁에 대한 제안과 슈티코프의 계략이 더해져 한국전쟁의 기획과 남침계획이 구체화됐다.
20per	culture	문화, 이할문장, 요약 : 화자1]계속 보면서 울컥하는 그런 순간이었어요. 그래서 전쟁이라는 건 너무나 냉혹해요. 우리는 우리 시각에서 한국전쟁을 바라보지만. 그 당시에 세계적으로 어떤 시각으로 한국전쟁을 바라봤고 이게 여파를 끼쳤는지를 좀 철저하게 우리가 분석하고 알아야지 다시는 그런 일이 없게 되지않을까 생각을 했어요. 화자2]결국은 이제 미군의 참전으로 서울이수복되기까지 최고의 영웅은 맥아더 원수가됐습니다. 맥아더를 표현한 여러 가지 표현들이있는데 그중의 하나가공산주의라는 용으로부터 아시아을 구해낸 현대판기사. 당시에 콜린스라고 하는 미국 참모총장은이렇게 얘기했습니다. 인천상륙작전 이후 맥아더는 무자비하고 냉혹한 운명에 맞서는 고대 그리스의 영웅처럼 진격했다. 그리고는 이제 곧 처참한 실패를 맛보게 되어 있습니다. 화자3]맥아더가 계속 성공 가도를 달렸기 때문에굉장히 오만해질 수밖에 없었을 것 같아요. 화자2]한국전쟁의 비극 중의 하나가 북침 이후에 벌어진 상황이라고 생각돼요. 화자3]투 비 컨티뉴. 화자4]그러니까. 서울을 수복한 후 UN군과 미군이북으로 향하기 시작했습니다. 앞으로 어떻게 될지 저희가 다음 주에 또함께하도록 하겠습니다. 함께해 주신 여러분, 고맙습니다.	한국전쟁에 미군이 참전하면서 맥아더는 영웅이 됐는데, 그는 공산주의로부터 아시아를 구해냈다는 칭송을 받기도 한다. 하지만 성공 가도를 달리던 그는 곧 실패를 맛보게 된다. 서울을 수복하고 UN군과 미군은 이북으로 향하기 시작했다.
single	culture	문화, 단문장, 요약 : 화자1]계속 보면서 울컥하는 그런 순간이었어요. 그래서 전쟁이라는 건 너무나 냉혹해요. 우리는 우리 시각에서 한국전쟁을 바라보지만. 그 당시에 세계적으로 어떤 시각으로 한국전쟁을 바라봤고 이게 여파를 끼쳤는지를 좀 철저하게 우리가 분석하고 알아야지 다시는 그런 일이 없게 되지않을까 생각을 했어요. 화자2]결국은 이제 미군의 참전으로 서울이수복되기까지 최고의 영웅은 맥아더 원수가됐습니다. 맥아더를 표현한 여러 가지 표현들이있는데 그중의 하나가공산주의라는 용으로부터 아시아을 구해낸 현대판기사. 당시에 콜린스라고 하는 미국 참모총장은이렇게 얘기했습니다. 인천상륙작전 이후 맥아더는 무자비하고 냉혹한 운명에 맞서는 고대 그리스의 영웅처럼 진격했다. 그리고는 이제 곧 처참한 실패를 맛보게 되어 있습니다. 화자3]맥아더가 계속 성공 가도를 달렸기 때문에굉장히 오만해질 수밖에 없었을 것 같아요. 화자2]한국전쟁의 비극 중의 하나가 북침 이후에 벌어진 상황이라고 생각돼요. 화자3]투 비 컨티뉴. 화자4]그러니까. 서울을 수복한 후 UN군과 미군이북으로 향하기 시작했습니다. 앞으로 어떻게 될지 저희가 다음 주에 또함께하도록 하겠습니다. 함께해 주신 여러분, 고맙습니다.	한국전쟁에 미군이 참전하면서 영웅이 된 맥아더는 성공 가도를 달리다가 곧 실패를 맛보게 된다.
20per	culture	문화, 이할문장, 요약 : 화자1]저는 사실 중국의 인해 전술하면 굉장히무시했었거든요. 뭣도 모르고 그냥 우르르 나온 줄 알았는 데굉장히 사전에 준비를 많이 하고 정신무장까지 딱 갖추고 온 거예요. 화자2]그러니까.요. 숫자가 아니라 심리전입니다. 화자1]그러니까.요. 화자3]김일성이 중국이 도와주지 않는다고 하면만주에 가서 다시 빨치산을 해야 하지않느냐 낙담해서 숨어버린 상황이었어요. 그러니까. 유엔군이 만세를 부르면서 올라가고 있던 상황이죠. 올라가고 있던 상황에 중국인민지원군이등장해서 사실은 밤에는 피리를 불고꽹과리를 치는 거예요. 그러니까. 사실은 유엔군 쪽에서 굉장히심리적으로 위축되게 되고 귀신이 있나 그렇게 되고. 화자4]저건 또 뭐야. 화자5]또 잘 못 듣던 소리니까. 유엔군입장에서는. 화자6]낯설었겠다. 화자5]그러니까.요. 우리한테는 꽹과리 소리가 익숙하니까. 화자3]진격을 교통로로 하는데 산을 동아서매복해서 배후를 공격하고 하니까. 화자7]그쪽에서 심리적으로 되게 강했던 것 같아요. 생각해 보면 하루에 30km 걷는 거는 사실쉬 운 일은 아닌데 미숫가루를 먹으면서 하루에 30km 걷고 그리고 가서 또 싸워야하잖아요.	중국의 인해 전술은 숫자가 아니라 심리전이다. 김일성이 낙담해 숨은 상황이라 유엔군이 신나게 올라가고 있었다. 그때 중국인민지원군이 밤에는 피리를 불고 꽹과리를 치니까 유엔군에서 낯선 소리여서 굉장히 심리적으로 위축되게 됐다.
single	culture	문화, 단문장, 요약 : 화자1]저는 사실 중국의 인해 전술하면 굉장히무시했었거든요. 뭣도 모르고 그냥 우르르 나온 줄 알았는 데굉장히 사전에 준비를 많이 하고 정신무장까지 딱 갖추고 온 거예요. 화자2]그러니까.요. 숫자가 아니라 심리전입니다. 화자1]그러니까.요. 화자3]김일성이 중국이 도와주지 않는다고 하면만주에 가서 다시 빨치산을 해야 하지않느냐 낙담해서 숨어버린 상황이었어요. 그러니까. 유엔군이 만세를 부르면서 올라가고 있던 상황이죠. 올라가고 있던 상황에 중국인민지원군이등장해서 사실은 밤에는 피리를 불고꽹과리를 치는 거예요. 그러니까. 사실은 유엔군 쪽에서 굉장히심리적으로 위축되게 되고 귀신이 있나 그렇게 되고. 화자4]저건 또 뭐야. 화자5]또 잘 못 듣던 소리니까. 유엔군입장에서는. 화자6]낯설었겠다. 화자5]그러니까.요. 우리한테는 꽹과리 소리가 익숙하니까. 화자3]진격을 교통로로 하는데 산을 동아서매복해서 배후를 공격하고 하니까. 화자7]그쪽에서 심리적으로 되게 강했던 것 같아요. 생각해 보면 하루에 30km 걷는 거는 사실쉬 운 일은 아닌데 미숫가루를 먹으면서 하루에 30km 걷고 그리고 가서 또 싸워야하잖아요.	중국의 인해 전술은 심리전으로 중국인민지원군이 밤에 피리를 불고 꽹과리를 치니까 유엔군에서 심리적으로 위축됐다.
20per	culture	문화, 이할문장, 요약 : 화자1]그런데 우리 아까 사진에서도 봤다시피 박영심 할머니는 만삭이셨어요. 그러면 그 아이는 어떻게 출산이. 화자2]너무나 열악한 상황에서 결국에는 수용소에서 사산을 하고 맙니다. 화자1]결국 그렇게 됐구나. 화자3]그러니까. 물도 뭣도 구할 수 없는 상황에서 이런 비극이 또 발생하게 됐네요. 화자1]그러셨구나. 생명을 품고 있다가 사산됐을 때 그 고통은 엄청나게 컸을 거예요. 화자3]그러니까. 다른 걸 다. 화자4]또 랑군에 110이라는 포로수용소가 있는데거기 주로 전범 용의자들 가둬놨었고1945년7월부터 46년 4월까지 약 38명의위안부가 거기를 거쳐갔다고 하는데 그중에36명이 중국인 그리고 2명이 조선인,중국인들은 풀려났어요. 화자5]바로요? 화자3]풀려났다고요? 화자4]풀려났어요. 화자3]그런데 우리가 이전에 배운 바에 따르면 포로 문제는 여러 가지 이해관계 때문에상당히 지연되거나 복잡한 경우가 많은 데왜 이렇게 빨리 풀려난 건가요? 화자4]중국인 같은 경우에는 연합군의시민이잖아요. 화자1]맞죠. 화자4]그러니까. 포로가 될 수가 없는 거죠. 그런데 한국 같은 경우는 일본의식민지였기 때문에 사실 포로로 남아있었던 거죠. 화자3]그리고 너무 아이러니한.	만삭이었던 박영심 할머니는 수용소에서 사산을 하게 된다. 랑군에 110이라는 포로수용소에 36명의 중국인과 2명의 조선인이 거쳐갔다. 중국인은 연합군의 시민이기 때문에 바로 풀려났지만 한국은 일본의 식민지였기 때문에 포로로 남았다.
single	culture	문화, 단문장, 요약 : 화자1]그런데 우리 아까 사진에서도 봤다시피 박영심 할머니는 만삭이셨어요. 그러면 그 아이는 어떻게 출산이. 화자2]너무나 열악한 상황에서 결국에는 수용소에서 사산을 하고 맙니다. 화자1]결국 그렇게 됐구나. 화자3]그러니까. 물도 뭣도 구할 수 없는 상황에서 이런 비극이 또 발생하게 됐네요. 화자1]그러셨구나. 생명을 품고 있다가 사산됐을 때 그 고통은 엄청나게 컸을 거예요. 화자3]그러니까. 다른 걸 다. 화자4]또 랑군에 110이라는 포로수용소가 있는데거기 주로 전범 용의자들 가둬놨었고1945년7월부터 46년 4월까지 약 38명의위안부가 거기를 거쳐갔다고 하는데 그중에36명이 중국인 그리고 2명이 조선인,중국인들은 풀려났어요. 화자5]바로요? 화자3]풀려났다고요? 화자4]풀려났어요. 화자3]그런데 우리가 이전에 배운 바에 따르면 포로 문제는 여러 가지 이해관계 때문에상당히 지연되거나 복잡한 경우가 많은 데왜 이렇게 빨리 풀려난 건가요? 화자4]중국인 같은 경우에는 연합군의시민이잖아요. 화자1]맞죠. 화자4]그러니까. 포로가 될 수가 없는 거죠. 그런데 한국 같은 경우는 일본의식민지였기 때문에 사실 포로로 남아있었던 거죠. 화자3]그리고 너무 아이러니한.	110이라는 포로수용소의 36명의 중국인은 연합군의 시민이기에 바로 풀려났지만 2명의 조선인은 포로로 남았다.
20per	culture	문화, 이할문장, 요약 : 화자1]나는 이 노래가 떠올라요, 저는. 화자2]노래까지? 화자3]준비 많이 했네요. 화자1]이승만 대통령의 느낌에서는 조봉암을 보면서 이런 느낌이 들었을 것 같아요. 다가가면 뒤돌아 뛰어가고~쳐다보면 하늘만 바라보고~내 마음을 모르는지 알면서 그러는지~시간은 자꾸자꾸 흘러가네~약간 그런 느낌이 있을 거 같아요. 화자2]뭔가. 화자1]어떻게 보면 이승만 대통령은 이 조봉암씨를 어떻게 마음대로 하고 싶은데 그게 잘안 되는 거 같아요. 화자4]그러니까. 왔다 갔다 하니까. 50년대에 인물이라고하는 잡지가 있는데요. 이 잡지에 기자가 뭐라고 썼냐 하면. 조봉암은 스핑크스다. 화자1]스핑크스요? 화자2]스핑크스라는 어떤 의미예요? 화자4]스핑크스에는 웃음이라는 표현이 있어요. 사실은 스핑스크가 웃고 있는지 아닌지 모르겠잖아요. 되게 의뭉스러운 얼굴이잖아요. 화자1]무슨 생각하는지 모르겠다. 화자4]사실은 많은 학자들이 평가하는 건현실주의자라는 거거든요. 현실주의자다. 이 현실에서 현실 체제를 완전히붕괴시키거나 망가트리지 않은 상태에서 자기의 행보를 어떻게 이어갈 것인가를 굉장히 잘 선택하신 분이다.	이승만은 조봉암을 원하는 대로 하고 싶었지만, 조봉암이 왔다 갔다 해서 잘 안되었던 것 같다. 50년대의 '인물'이라는 잡지에서는 조봉암을 스핑크스에 빗대었다. 스핑크스의 웃음처럼 무슨 생각을 하는지 알 수 없음을 의미한다.
single	culture	문화, 단문장, 요약 : 화자1]나는 이 노래가 떠올라요, 저는. 화자2]노래까지? 화자3]준비 많이 했네요. 화자1]이승만 대통령의 느낌에서는 조봉암을 보면서 이런 느낌이 들었을 것 같아요. 다가가면 뒤돌아 뛰어가고~쳐다보면 하늘만 바라보고~내 마음을 모르는지 알면서 그러는지~시간은 자꾸자꾸 흘러가네~약간 그런 느낌이 있을 거 같아요. 화자2]뭔가. 화자1]어떻게 보면 이승만 대통령은 이 조봉암씨를 어떻게 마음대로 하고 싶은데 그게 잘안 되는 거 같아요. 화자4]그러니까. 왔다 갔다 하니까. 50년대에 인물이라고하는 잡지가 있는데요. 이 잡지에 기자가 뭐라고 썼냐 하면. 조봉암은 스핑크스다. 화자1]스핑크스요? 화자2]스핑크스라는 어떤 의미예요? 화자4]스핑크스에는 웃음이라는 표현이 있어요. 사실은 스핑스크가 웃고 있는지 아닌지 모르겠잖아요. 되게 의뭉스러운 얼굴이잖아요. 화자1]무슨 생각하는지 모르겠다. 화자4]사실은 많은 학자들이 평가하는 건현실주의자라는 거거든요. 현실주의자다. 이 현실에서 현실 체제를 완전히붕괴시키거나 망가트리지 않은 상태에서 자기의 행보를 어떻게 이어갈 것인가를 굉장히 잘 선택하신 분이다.	이승만은 조봉암을 통제하고 싶었지만 실패했던 것 같고 50년대 잡지 '인물'에서는 조봉암을 스핑크스에 빗대었다.
20per	culture	문화, 이할문장, 요약 : 화자1]의도적이었든 아니었든 어쨌든 장도영이육군참모총장이었던 게 굉장히 박정희 전 대통령한테는 행운이었네요. 화자2]장도영이라는 인물이 아무리 만약에 의도적으로 감싸줬는데도 어쨌거나 정보를 확인해야 하는 거 아닌가요? 화자3]사실은 지금 같으면 있을 수 없는 일이죠. 화자4]그렇죠. 화자3]그래서 저는 가능성으로써는 그냥 여러 가지 쿠데타 소문 중의 하나일 거다라고하고 넘어갔을 가능성. 그리고 이제 이후에 번지는 쿠데타 직후에 상황에 따라서 나타났던 그런 상황이었다고 추측을 하고 있는 거예요. 화자1]도대체 얼마나 그 쿠데타에 관련된 소문이많았으면 이거를 이렇게 넘길 수가 있을까요? 화자5]그러게요. 화자6]거기에 대해서는 이때 상황을 알 필요가 있습니다. 이때는 제2공화국, 장면 정권이었죠. 장면 정권은 다 아시다시피 4.19 혁명의 결과였습니다. 그러니까. 반독재 민주주의 혁명의 결과이고 역사상 최초로 국민의 손으로 이 정권교체가 이루어진 결과였는데 이 장면정권은 필연적으로 맞닥뜨려야 할 현실이 있었습니다. 그게 뭐냐 하면 혼란입니다. 이 혼란이라는 것이 금방 생긴 것이 아니라그 앞의 정권인 이승만 정권이 12년 동안 가져왔던 그런 온갖 사회의모순이었고요.	장도영이 육군 참모총장이었던 건 박정희 전 대통령에게 행운이었던 것 같고 장도영이 의도적으로 감싼 것은 쿠데타의 소문으로 넘어갔을 가능성이 있다. 이때는 제2공화국, 장면 정권으로 온갖 사회적 모순이 있는 혼란의 시기였기 때문이다.
single	culture	문화, 단문장, 요약 : 화자1]의도적이었든 아니었든 어쨌든 장도영이육군참모총장이었던 게 굉장히 박정희 전 대통령한테는 행운이었네요. 화자2]장도영이라는 인물이 아무리 만약에 의도적으로 감싸줬는데도 어쨌거나 정보를 확인해야 하는 거 아닌가요? 화자3]사실은 지금 같으면 있을 수 없는 일이죠. 화자4]그렇죠. 화자3]그래서 저는 가능성으로써는 그냥 여러 가지 쿠데타 소문 중의 하나일 거다라고하고 넘어갔을 가능성. 그리고 이제 이후에 번지는 쿠데타 직후에 상황에 따라서 나타났던 그런 상황이었다고 추측을 하고 있는 거예요. 화자1]도대체 얼마나 그 쿠데타에 관련된 소문이많았으면 이거를 이렇게 넘길 수가 있을까요? 화자5]그러게요. 화자6]거기에 대해서는 이때 상황을 알 필요가 있습니다. 이때는 제2공화국, 장면 정권이었죠. 장면 정권은 다 아시다시피 4.19 혁명의 결과였습니다. 그러니까. 반독재 민주주의 혁명의 결과이고 역사상 최초로 국민의 손으로 이 정권교체가 이루어진 결과였는데 이 장면정권은 필연적으로 맞닥뜨려야 할 현실이 있었습니다. 그게 뭐냐 하면 혼란입니다. 이 혼란이라는 것이 금방 생긴 것이 아니라그 앞의 정권인 이승만 정권이 12년 동안 가져왔던 그런 온갖 사회의모순이었고요.	장면 정권은 혼란의 시기였기 때문에 장도영이 의도적으로 감싼 것을 쿠데타의 소문으로 넘어갔을 가능성이 있다.
single	culture	문화, 단문장, 요약 : 화자1]그런데 1970년대 한국 사회가 사실은절대적 빈곤에서 벗어나는 세대가 됩니다. 80년대에 들어와서 배고픔으로부터자유로워지니까. 더욱더 과거에 대한 여론이 많이 나오고 그걸 전두환 정부가 받아서 정부청사를 과천과 서울로 양분하자. 그래서 86년에 국립중앙박물관이 등장한 것입니다. 화자2]어떻게 보면 시대적인 타이밍도 왔고 또그리고 국민의 여론이 합쳐져서 이때본격적으로 일제 문화를 청산하기 시작한 거네요. 화자1]그렇죠. 화자3]그런데 이게 논란이 많았어요. 철거한다고 발표하고 2년 정도의 시간이 걸렸었는데 그 사이에 역사학계에서 이게뜨거운 이슈가 됐어요. 왜냐하면 이 건물 자체가 굉장히 역사적가치가 있는 자료라는 견해도 있었고 또이게 아픈 역사지만. 그 아픈 역사를 그대로 두면서 계속해서 교훈을 가지게 하자는 이런 이야기도 있었고요. 한 쪽에서는 유지해야 한다고 주장하고 또한 쪽에서는 그걸 철거하기 위해서 철거비용을 모금하는 운동도 있었고요. 결국은 철거 쪽이 우세했었고 저도 철거쪽에. 화자4]그러셨어요? 화자5]정말요? 화자4]혹시 교수님은 당시. 화자1]저는 박사 학위를 쓰고 있는 중이었습니다. 정신이 없었어요.	국립중앙박물관은 역사적 가치와 교훈을 위해 그대로 두자는 견해와 철거를 주장하는 의견이 있었다.
20per	culture	문화, 이할문장, 요약 : 화자1]그런데 1970년대 한국 사회가 사실은절대적 빈곤에서 벗어나는 세대가 됩니다. 80년대에 들어와서 배고픔으로부터자유로워지니까. 더욱더 과거에 대한 여론이 많이 나오고 그걸 전두환 정부가 받아서 정부청사를 과천과 서울로 양분하자. 그래서 86년에 국립중앙박물관이 등장한 것입니다. 화자2]어떻게 보면 시대적인 타이밍도 왔고 또그리고 국민의 여론이 합쳐져서 이때본격적으로 일제 문화를 청산하기 시작한 거네요. 화자1]그렇죠. 화자3]그런데 이게 논란이 많았어요. 철거한다고 발표하고 2년 정도의 시간이 걸렸었는데 그 사이에 역사학계에서 이게뜨거운 이슈가 됐어요. 왜냐하면 이 건물 자체가 굉장히 역사적가치가 있는 자료라는 견해도 있었고 또이게 아픈 역사지만. 그 아픈 역사를 그대로 두면서 계속해서 교훈을 가지게 하자는 이런 이야기도 있었고요. 한 쪽에서는 유지해야 한다고 주장하고 또한 쪽에서는 그걸 철거하기 위해서 철거비용을 모금하는 운동도 있었고요. 결국은 철거 쪽이 우세했었고 저도 철거쪽에. 화자4]그러셨어요? 화자5]정말요? 화자4]혹시 교수님은 당시. 화자1]저는 박사 학위를 쓰고 있는 중이었습니다. 정신이 없었어요.	국민 여론과 시대적 타이밍이 맞물려 일제 문화를 청산하기 시작하는 때에 등장한 국립중앙박물관은 역사학계의 뜨거운 이슈로 건물 자체의 역사적 가치와 아픈 역사지만 교훈을 위해 그대로 두자는 견해와 반면 철거를 주장하는 견해가 있었다.
single	culture	문화, 단문장, 요약 : 화자1]안되겠다. 강다니엘 어디 있어. 강다니엘 불러. 화자2]강다니엘? 화자3]강다니엘 나와요? 강다니엘이 진짜 역사저널에 역사 공부를 하러 나오는 건가요? 화자1]아니, 내가 언제 강다니엘이라고했습니까? 정확한 수치와 과학의 나라, 대일본 제국의영원한 친구. 독일에서 온 각각다니엘 어디 있어? 각각다니엘. 빨리 나와서 이거 각각 좀 재고 말이야. 일직선으로 뻗은 축을 좀 흔들어 보라고. 화자4]저는 강다니엘이 아니고요. 갓다니엘도 아니고 각각도의 중요성을 잘 아는 각각다니엘입니다. 각각 아시겠죠? 화자1]각각 잡혀 있어. 좋아. 화자4]각각도 좋네. 한 번 재보겠어요. 화자2]세상에 몰입했어. 화자3]세상에. 화자4]마법의 각각도를 찾았어요. 여기서 3.75 동쪽으로 들어가면 총독부를 정확하게 설계할 수 있을 것 같아요. 없애고, 없애고. 화자5]뭐야. 화자4]정확하게 이거. 딱 여기서. 딱 여기서. 살짝 기울여서. 화자1]역시. 기가 막히구만. 화자4]4도도 아니고 3.75. 화자1]3.75. 역시 독일 기술이 참 훌륭하단 말이야. 각각다니엘. 이렇게 훌륭한 친구가 있나. 내가 이렇게 감사 인사를 해야겠군. 다니엘, 아리각각도.	정확한 수치와 과학의 나라 독일에서 온 각각 다니엘이 총독부를 설계할 수 있는 마법의 각도 3.75를 찾았다.
20per	culture	문화, 이할문장, 요약 : 화자1]안되겠다. 강다니엘 어디 있어. 강다니엘 불러. 화자2]강다니엘? 화자3]강다니엘 나와요? 강다니엘이 진짜 역사저널에 역사 공부를 하러 나오는 건가요? 화자1]아니, 내가 언제 강다니엘이라고했습니까? 정확한 수치와 과학의 나라, 대일본 제국의영원한 친구. 독일에서 온 각각다니엘 어디 있어? 각각다니엘. 빨리 나와서 이거 각각 좀 재고 말이야. 일직선으로 뻗은 축을 좀 흔들어 보라고. 화자4]저는 강다니엘이 아니고요. 갓다니엘도 아니고 각각도의 중요성을 잘 아는 각각다니엘입니다. 각각 아시겠죠? 화자1]각각 잡혀 있어. 좋아. 화자4]각각도 좋네. 한 번 재보겠어요. 화자2]세상에 몰입했어. 화자3]세상에. 화자4]마법의 각각도를 찾았어요. 여기서 3.75 동쪽으로 들어가면 총독부를 정확하게 설계할 수 있을 것 같아요. 없애고, 없애고. 화자5]뭐야. 화자4]정확하게 이거. 딱 여기서. 딱 여기서. 살짝 기울여서. 화자1]역시. 기가 막히구만. 화자4]4도도 아니고 3.75. 화자1]3.75. 역시 독일 기술이 참 훌륭하단 말이야. 각각다니엘. 이렇게 훌륭한 친구가 있나. 내가 이렇게 감사 인사를 해야겠군. 다니엘, 아리각각도.	대일본 제국의 영원한 친구이자 정확한 수치와 과학의 나라 독일에서 온 각각 다니엘이 몰입하여 마법의 각도를 찾았다. 이곳에서 3.75 동쪽으로 가면 총독부를 정확하게 설계할 수 있다. 없애고 살짝 기울이면 정확하게 3.75가 된다.
